Brand,Model,Fuel_Type,Mileage
Skoda,Octavia,Electric,25.2
Maruti Suzuki,Ertiga,Diesel,18.3
Honda,Jazz,Diesel,22.0
Renault,Lodgy,Electric,15.5
Renault,Triber,CNG,10.2
Skoda,Rapid,Diesel,21.3
Tata Motors,Altroz,CNG,24.4
Tata Motors,Altroz,Petrol,12.8
Maruti Suzuki,Dzire,Electric,24.5
Hyundai,Venue,Diesel,21.0
Skoda,Rapid,CNG,27.0
Maruti Suzuki,WagonR,Diesel,11.0
Mahindra,Bolero,Diesel,23.3
Honda,City,CNG,11.3
Renault,Triber,CNG,28.2
Renault,Kwid,Electric,12.2
Tata Motors,Altroz,Diesel,17.6
Maruti Suzuki,Swift,Electric,26.8
Renault,Lodgy,CNG,25.9
Volkswagen,Virtus,Diesel,18.5
Toyota,Camry,Petrol,23.4
Tata Motors,Harrier,Diesel,14.6
Skoda,Kushaq,Electric,14.2
Hyundai,i10,Electric,28.3
Maruti Suzuki,WagonR,Petrol,12.5
Volkswagen,Taigun,CNG,23.7
Tata Motors,Harrier,Petrol,11.4
Skoda,Octavia,Electric,25.0
Volkswagen,Taigun,CNG,20.1
Skoda,Superb,Electric,19.8
Maruti Suzuki,Baleno,Petrol,11.0
Tata Motors,Punch,Diesel,11.3
Skoda,Superb,CNG,27.2
Hyundai,Creta,CNG,21.1
Mahindra,Scorpio,CNG,18.5
Volkswagen,Virtus,Diesel,18.5
Skoda,Slavia,Electric,17.6
Hyundai,i10,CNG,28.6
Skoda,Superb,Petrol,21.2
Maruti Suzuki,Baleno,Petrol,10.7
Skoda,Octavia,Electric,10.0
Honda,Amaze,Electric,28.3
Hyundai,i20,Petrol,30.0
Hyundai,Verna,Electric,23.3
Maruti Suzuki,Swift,Diesel,27.4
Toyota,Innova,Electric,28.0
Kia,EV6,CNG,29.7
Tata Motors,Altroz,CNG,13.5
Maruti Suzuki,WagonR,Petrol,26.7
Honda,Jazz,Electric,16.2
Mahindra,Thar,Diesel,13.1
Renault,Kwid,CNG,17.0
Tata Motors,Nexon,Diesel,13.1
Tata Motors,Altroz,CNG,12.4
Hyundai,i10,Petrol,18.4
Tata Motors,Nexon,Electric,19.3
Renault,Lodgy,Electric,14.9
Skoda,Kushaq,CNG,11.1
Kia,Seltos,Petrol,27.9
Toyota,Fortuner,Diesel,21.6
Mahindra,Thar,Diesel,18.5
Toyota,Camry,CNG,16.5
Mahindra,Thar,Diesel,20.5
Volkswagen,Vento,Petrol,10.7
Renault,Kiger,Petrol,17.5
Skoda,Octavia,Electric,24.1
Tata Motors,Harrier,Diesel,24.8
Hyundai,Verna,Electric,27.8
Skoda,Rapid,Diesel,14.9
Kia,EV6,CNG,19.3
Mahindra,Scorpio,Electric,11.3
Mahindra,XUV300,Diesel,14.5
Skoda,Superb,CNG,25.0
Kia,Carens,Petrol,18.6
Toyota,Innova,Diesel,21.4
Maruti Suzuki,Ertiga,Electric,18.9
Kia,EV6,Diesel,15.7
Mahindra,Scorpio,CNG,17.2
Renault,Kiger,Electric,26.2
Hyundai,Venue,Diesel,23.5
Kia,Sonet,Petrol,11.4
Hyundai,Venue,Electric,26.8
Toyota,Urban Cruiser,CNG,23.0
Honda,Jazz,Diesel,11.7
Toyota,Fortuner,CNG,16.6
Tata Motors,Harrier,Diesel,14.4
Volkswagen,Taigun,CNG,26.1
Hyundai,Creta,Diesel,29.4
Volkswagen,Taigun,Electric,27.5
Skoda,Slavia,Electric,24.0
Maruti Suzuki,Dzire,Electric,29.7
Kia,Sonet,Diesel,10.8
Maruti Suzuki,Baleno,Diesel,16.8
Volkswagen,Virtus,Petrol,14.2
Maruti Suzuki,Swift,CNG,27.3
Tata Motors,Harrier,Petrol,21.7
Kia,Seltos,CNG,24.6
Kia,Seltos,Diesel,18.4
Volkswagen,Taigun,Electric,22.9
Volkswagen,Taigun,Diesel,26.2
Tata Motors,Altroz,Petrol,22.9
Skoda,Octavia,CNG,20.9
Honda,Civic,Electric,19.3
Tata Motors,Punch,Electric,29.8
Volkswagen,Tiguan,CNG,10.9
Renault,Lodgy,Electric,18.5
Mahindra,Scorpio,Electric,24.0
Hyundai,Creta,Diesel,10.5
Skoda,Octavia,CNG,19.6
Tata Motors,Altroz,Electric,22.9
Mahindra,XUV700,Petrol,18.1
Skoda,Superb,CNG,11.5
Toyota,Glanza,CNG,19.3
Toyota,Glanza,Electric,18.1
Tata Motors,Altroz,Petrol,10.4
Kia,EV6,Electric,28.9
Volkswagen,Vento,CNG,22.3
Tata Motors,Nexon,Petrol,23.4
Skoda,Superb,Diesel,11.4
Toyota,Innova,Diesel,11.9
Skoda,Kushaq,Petrol,15.0
Honda,WR-V,CNG,23.5
Renault,Triber,Electric,11.1
Hyundai,Verna,Diesel,21.8
Toyota,Glanza,CNG,18.7
Hyundai,Venue,Petrol,19.4
Honda,City,Electric,28.1
Renault,Kiger,CNG,10.9
Toyota,Glanza,Petrol,25.3
Maruti Suzuki,WagonR,Diesel,12.2
Volkswagen,Virtus,Electric,28.3
Hyundai,i10,Diesel,12.9
Mahindra,Thar,Electric,21.3
Honda,WR-V,Petrol,27.5
Toyota,Innova,Electric,12.4
Kia,Carnival,CNG,16.1
Toyota,Innova,Diesel,22.4
Skoda,Kushaq,Electric,21.9
Tata Motors,Altroz,Diesel,17.0
Toyota,Fortuner,CNG,16.4
Mahindra,XUV700,Petrol,23.6
Tata Motors,Tiago,Petrol,20.0
Toyota,Urban Cruiser,Electric,16.7
Skoda,Superb,Electric,16.1
Volkswagen,Taigun,Electric,20.6
Mahindra,Thar,CNG,21.5
Volkswagen,Taigun,Petrol,19.0
Skoda,Octavia,CNG,27.1
Volkswagen,Tiguan,Petrol,25.0
Maruti Suzuki,Dzire,Diesel,12.3
Maruti Suzuki,WagonR,CNG,25.5
Hyundai,Creta,CNG,11.3
Mahindra,XUV300,Diesel,21.5
Mahindra,XUV700,CNG,28.0
Hyundai,Venue,Petrol,12.9
Toyota,Urban Cruiser,Electric,14.4
Volkswagen,Taigun,Petrol,17.3
Volkswagen,Taigun,CNG,16.8
Kia,Carens,Electric,24.1
Hyundai,i20,Petrol,18.8
Volkswagen,Polo,Petrol,28.2
Maruti Suzuki,Ertiga,CNG,22.1
Honda,City,CNG,23.6
Toyota,Glanza,Diesel,21.7
Hyundai,Creta,Diesel,16.9
Maruti Suzuki,Dzire,CNG,19.3
Mahindra,Scorpio,CNG,15.1
Honda,Jazz,Petrol,28.8
Maruti Suzuki,Baleno,Electric,28.1
Toyota,Camry,CNG,18.7
Hyundai,Venue,CNG,16.1
Mahindra,XUV700,Electric,24.4
Renault,Kiger,Electric,15.0
Hyundai,i20,Petrol,25.1
Kia,Carnival,Petrol,29.4
Skoda,Kushaq,CNG,10.2
Kia,EV6,Diesel,28.9
Volkswagen,Virtus,Petrol,11.1
Volkswagen,Tiguan,Diesel,25.1
Kia,Sonet,Petrol,27.4
Maruti Suzuki,WagonR,Petrol,23.7
Honda,Jazz,CNG,25.3
Hyundai,i10,Electric,20.6
Tata Motors,Altroz,Electric,18.6
Hyundai,Creta,CNG,13.4
Mahindra,XUV700,Diesel,17.5
Maruti Suzuki,WagonR,Diesel,15.0
Maruti Suzuki,WagonR,Petrol,19.7
Kia,Seltos,CNG,18.0
Maruti Suzuki,Ertiga,CNG,30.0
Maruti Suzuki,Swift,Electric,13.8
Maruti Suzuki,Ertiga,Petrol,27.4
Maruti Suzuki,Ertiga,CNG,11.3
Kia,Carnival,Diesel,28.0
Honda,Jazz,Diesel,15.2
Skoda,Kushaq,Petrol,28.9
Mahindra,Scorpio,Petrol,19.0
Skoda,Superb,Diesel,10.7
Renault,Lodgy,Electric,28.4
Skoda,Kushaq,Electric,16.6
Maruti Suzuki,Ertiga,Electric,18.6
Tata Motors,Altroz,Petrol,12.3
Skoda,Octavia,Diesel,29.2
Toyota,Camry,Diesel,19.7
Mahindra,Scorpio,Diesel,20.4
Toyota,Urban Cruiser,Electric,12.1
Kia,Sonet,Electric,28.4
Renault,Lodgy,Electric,25.5
Kia,Carens,Petrol,28.4
Tata Motors,Harrier,CNG,24.6
Kia,Sonet,Electric,15.9
Renault,Kwid,Diesel,17.3
Mahindra,Scorpio,Diesel,22.8
Toyota,Glanza,CNG,24.1
Mahindra,XUV300,Electric,26.1
Maruti Suzuki,Dzire,Petrol,21.2
Tata Motors,Altroz,Electric,10.8
Tata Motors,Tiago,CNG,15.5
Honda,Amaze,Petrol,20.7
Honda,Amaze,CNG,26.2
Toyota,Fortuner,Diesel,14.7
Hyundai,i10,CNG,21.5
Mahindra,XUV700,Petrol,17.2
Toyota,Camry,CNG,17.8
Maruti Suzuki,Dzire,Electric,25.8
Volkswagen,Taigun,Petrol,14.2
Skoda,Kushaq,Diesel,14.0
Hyundai,Verna,Electric,28.6
Volkswagen,Taigun,Electric,18.9
Volkswagen,Vento,Diesel,16.6
Kia,Sonet,Diesel,15.7
Toyota,Camry,Petrol,21.4
Renault,Triber,Electric,14.9
Honda,Jazz,Electric,17.1
Honda,Amaze,Electric,19.7
Honda,Jazz,Petrol,16.8
Maruti Suzuki,Ertiga,Electric,10.4
Tata Motors,Punch,Petrol,16.2
Skoda,Superb,Diesel,24.6
Renault,Kiger,CNG,22.1
Kia,Carens,Electric,28.6
Honda,WR-V,CNG,13.4
Maruti Suzuki,Swift,Electric,13.2
Toyota,Camry,CNG,23.5
Honda,City,Electric,16.2
Maruti Suzuki,Ertiga,Electric,21.4
Kia,Sonet,Diesel,19.0
Renault,Kiger,Petrol,11.5
Tata Motors,Punch,Diesel,18.2
Hyundai,i20,Electric,10.9
Skoda,Rapid,Diesel,17.9
Toyota,Fortuner,Diesel,13.1
Volkswagen,Taigun,Diesel,26.3
Honda,City,CNG,22.2
Skoda,Kushaq,CNG,14.4
Toyota,Fortuner,Petrol,18.7
Mahindra,Bolero,Diesel,18.3
Hyundai,i20,CNG,25.6
Maruti Suzuki,Dzire,Diesel,13.8
Skoda,Octavia,CNG,12.3
Mahindra,Scorpio,Petrol,15.6
Maruti Suzuki,WagonR,CNG,12.9
Skoda,Kushaq,Petrol,11.5
Mahindra,XUV700,Petrol,16.9
Skoda,Kushaq,Diesel,20.2
Kia,Carens,CNG,21.6
Skoda,Octavia,Diesel,16.9
Hyundai,i20,Diesel,20.6
Skoda,Octavia,Electric,25.0
Renault,Kwid,CNG,25.2
Maruti Suzuki,Dzire,Diesel,18.3
Hyundai,Creta,Petrol,11.6
Renault,Lodgy,CNG,13.2
Tata Motors,Punch,Electric,12.1
Mahindra,Bolero,CNG,22.1
Renault,Kwid,CNG,10.5
Toyota,Innova,Petrol,26.9
Renault,Kwid,Diesel,16.2
Tata Motors,Tiago,Diesel,13.4
Tata Motors,Tiago,Petrol,29.1
Maruti Suzuki,Swift,Electric,12.3
Skoda,Rapid,CNG,14.1
Mahindra,XUV700,Electric,12.2
Tata Motors,Punch,Petrol,11.1
Mahindra,Bolero,Petrol,28.3
Mahindra,XUV300,CNG,26.5
Tata Motors,Punch,Diesel,27.0
Hyundai,Creta,Electric,13.2
Skoda,Superb,Electric,24.5
Kia,Carens,CNG,14.5
Renault,Kwid,CNG,28.8
Kia,Carnival,Diesel,17.0
Hyundai,i20,Petrol,11.4
Hyundai,i20,Electric,17.0
Maruti Suzuki,Dzire,Petrol,28.0
Mahindra,Scorpio,Petrol,23.0
Tata Motors,Tiago,Petrol,22.8
Toyota,Glanza,CNG,11.1
Hyundai,Venue,Electric,16.0
Skoda,Kushaq,Diesel,26.1
Volkswagen,Taigun,Diesel,21.0
Hyundai,Verna,Diesel,15.5
Hyundai,i20,Petrol,28.7
Mahindra,XUV700,CNG,21.6
Renault,Lodgy,CNG,11.0
Hyundai,Creta,Diesel,18.9
Volkswagen,Vento,CNG,27.5
Volkswagen,Taigun,Petrol,22.7
Toyota,Innova,CNG,28.3
Hyundai,i20,Petrol,26.2
Mahindra,Thar,Diesel,22.9
Volkswagen,Tiguan,Petrol,28.6
Kia,Sonet,CNG,28.4
Tata Motors,Tiago,Petrol,27.4
Kia,Carnival,Electric,11.6
Tata Motors,Punch,CNG,12.0
Maruti Suzuki,Dzire,CNG,26.8
Maruti Suzuki,Swift,Diesel,21.5
Hyundai,Venue,Diesel,10.5
Renault,Lodgy,Petrol,29.0
Renault,Duster,Electric,17.5
Tata Motors,Altroz,CNG,29.1
Hyundai,Creta,CNG,17.3
Renault,Duster,Petrol,21.4
Hyundai,i20,CNG,28.0
Toyota,Innova,Diesel,15.7
Toyota,Innova,Petrol,22.5
Mahindra,Thar,Diesel,12.8
Toyota,Fortuner,CNG,27.8
Renault,Duster,Electric,22.7
Skoda,Kushaq,Petrol,14.9
Honda,WR-V,Petrol,17.4
Skoda,Octavia,Electric,29.3
Tata Motors,Harrier,CNG,18.7
Volkswagen,Taigun,Petrol,22.0
Mahindra,XUV700,Diesel,10.1
Honda,Amaze,Electric,11.7
Maruti Suzuki,Dzire,CNG,23.1
Tata Motors,Punch,Petrol,24.4
Tata Motors,Altroz,Petrol,15.9
Maruti Suzuki,Dzire,Diesel,27.4
Kia,Carnival,Electric,20.9
Kia,EV6,Electric,28.5
Volkswagen,Taigun,Petrol,11.6
Mahindra,Scorpio,Petrol,13.8
Toyota,Glanza,CNG,19.6
Maruti Suzuki,Swift,Electric,15.4
Tata Motors,Altroz,Electric,21.0
Kia,Carens,Diesel,18.8
Honda,City,Diesel,22.1
Toyota,Innova,Electric,29.3
Tata Motors,Tiago,Petrol,14.4
Honda,WR-V,Electric,28.2
Tata Motors,Punch,Electric,25.3
Maruti Suzuki,Dzire,CNG,15.7
Maruti Suzuki,Dzire,Electric,27.0
Mahindra,XUV700,Petrol,20.1
Tata Motors,Harrier,CNG,28.5
Hyundai,Verna,Diesel,21.5
Toyota,Camry,Diesel,10.1
Tata Motors,Harrier,Electric,26.8
Volkswagen,Vento,Electric,10.7
Honda,Civic,Petrol,12.5
Mahindra,XUV300,Diesel,28.3
Honda,WR-V,Petrol,24.9
Hyundai,Venue,Electric,18.3
Maruti Suzuki,Swift,Petrol,27.6
Mahindra,Bolero,Electric,20.6
Mahindra,Bolero,Electric,24.2
Tata Motors,Punch,Petrol,17.5
Hyundai,Verna,Electric,18.3
Volkswagen,Taigun,Electric,28.3
Tata Motors,Altroz,Electric,26.5
Volkswagen,Polo,CNG,18.1
Honda,Amaze,Petrol,14.9
Tata Motors,Altroz,Petrol,17.8
Skoda,Octavia,CNG,14.7
Honda,Amaze,Electric,27.3
Renault,Kwid,Diesel,28.8
Tata Motors,Punch,CNG,20.1
Kia,Carens,Electric,27.3
Hyundai,i10,CNG,19.3
Hyundai,Verna,Petrol,23.1
Kia,Carnival,Diesel,27.8
Honda,Civic,Petrol,25.7
Volkswagen,Vento,CNG,27.2
Mahindra,Bolero,CNG,20.8
Toyota,Glanza,Petrol,20.1
Toyota,Glanza,Electric,19.2
Toyota,Fortuner,CNG,21.2
Honda,WR-V,CNG,16.0
Hyundai,Creta,CNG,22.2
Hyundai,i20,Diesel,23.4
Renault,Triber,CNG,19.9
Maruti Suzuki,Dzire,Electric,27.5
Volkswagen,Tiguan,Petrol,17.2
Skoda,Superb,Petrol,20.3
Mahindra,XUV700,Diesel,17.3
Maruti Suzuki,WagonR,Diesel,15.9
Skoda,Rapid,Electric,14.6
Volkswagen,Taigun,Electric,28.6
Maruti Suzuki,Swift,Electric,11.0
Renault,Triber,CNG,26.2
Toyota,Urban Cruiser,Electric,21.2
Maruti Suzuki,Dzire,Petrol,20.5
Mahindra,Bolero,Petrol,24.2
Maruti Suzuki,Dzire,CNG,18.1
Volkswagen,Polo,Electric,16.8
Mahindra,Thar,CNG,19.8
Tata Motors,Altroz,CNG,18.9
Honda,WR-V,Petrol,22.0
Maruti Suzuki,WagonR,Petrol,17.8
Volkswagen,Virtus,CNG,21.8
Honda,Amaze,Electric,23.8
Volkswagen,Polo,Petrol,27.5
Skoda,Kushaq,CNG,11.1
Hyundai,i20,Petrol,18.7
Mahindra,Bolero,Petrol,29.0
Volkswagen,Taigun,CNG,22.0
Maruti Suzuki,Swift,Diesel,23.1
Tata Motors,Altroz,CNG,19.1
Volkswagen,Taigun,Diesel,22.5
Skoda,Kushaq,Petrol,20.8
Kia,Carnival,CNG,27.5
Volkswagen,Vento,CNG,16.1
Maruti Suzuki,Ertiga,CNG,13.5
Toyota,Glanza,CNG,23.3
Honda,Civic,Petrol,15.7
Hyundai,Creta,Diesel,12.8
Honda,Jazz,CNG,24.8
Kia,Seltos,Electric,23.6
Renault,Triber,Petrol,17.7
Honda,Amaze,Diesel,12.4
Toyota,Camry,Petrol,25.6
Kia,EV6,Electric,24.9
Volkswagen,Virtus,Petrol,25.3
Honda,Jazz,Diesel,27.1
Kia,EV6,Diesel,28.2
Toyota,Camry,Diesel,27.2
Tata Motors,Nexon,Diesel,25.1
Renault,Duster,Electric,18.0
Volkswagen,Tiguan,Electric,15.0
Hyundai,i10,Diesel,13.5
Tata Motors,Nexon,Electric,23.5
Skoda,Rapid,Diesel,21.5
Volkswagen,Polo,CNG,18.6
Skoda,Slavia,Diesel,23.2
Maruti Suzuki,Ertiga,CNG,26.3
Mahindra,Scorpio,Petrol,11.9
Maruti Suzuki,Baleno,CNG,16.6
Mahindra,Scorpio,Electric,14.7
Volkswagen,Taigun,Electric,19.4
Maruti Suzuki,Baleno,Diesel,20.1
Skoda,Slavia,Electric,18.0
Toyota,Glanza,Electric,20.5
Hyundai,i20,Electric,25.6
Renault,Duster,Diesel,10.5
Skoda,Kushaq,Electric,14.9
Renault,Lodgy,Diesel,26.2
Hyundai,i10,CNG,26.8
Kia,Carens,Electric,15.2
Honda,City,Electric,13.4
Skoda,Octavia,Petrol,21.9
Hyundai,Verna,Diesel,26.3
Kia,EV6,CNG,19.1
Tata Motors,Altroz,CNG,27.2
Volkswagen,Taigun,Petrol,21.7
Tata Motors,Harrier,Diesel,18.7
Mahindra,XUV300,Diesel,26.1
Renault,Kwid,Petrol,10.2
Skoda,Slavia,Electric,14.4
Skoda,Slavia,CNG,28.8
Renault,Duster,Petrol,10.1
Tata Motors,Nexon,Petrol,27.7
Toyota,Camry,Diesel,22.6
Maruti Suzuki,Dzire,Electric,26.4
Honda,Amaze,Diesel,15.9
Honda,WR-V,Electric,23.7
Hyundai,i10,Electric,19.8
Renault,Lodgy,Diesel,28.8
Kia,Carnival,Petrol,19.9
Renault,Triber,CNG,11.6
Maruti Suzuki,Baleno,CNG,12.5
Kia,EV6,Diesel,20.9
Volkswagen,Polo,CNG,26.3
Renault,Lodgy,Petrol,14.6
Maruti Suzuki,Ertiga,Electric,29.3
Tata Motors,Nexon,Diesel,16.4
Toyota,Innova,Electric,22.4
Honda,Civic,CNG,11.5
Hyundai,Creta,Petrol,13.2
Maruti Suzuki,WagonR,Petrol,24.1
Hyundai,Creta,Electric,13.2
Skoda,Rapid,Petrol,19.1
Honda,City,Petrol,23.0
Maruti Suzuki,Dzire,Petrol,20.3
Tata Motors,Harrier,Petrol,28.7
Renault,Lodgy,Diesel,21.2
Volkswagen,Taigun,Petrol,22.4
Renault,Duster,Petrol,12.8
Honda,Amaze,Diesel,24.2
Tata Motors,Nexon,Electric,19.9
Kia,EV6,CNG,25.9
Hyundai,Verna,Electric,25.5
Mahindra,Thar,Diesel,20.0
Renault,Kwid,Diesel,21.0
Mahindra,Bolero,CNG,19.8
Hyundai,Verna,CNG,26.8
Skoda,Superb,Petrol,17.8
Maruti Suzuki,Swift,Electric,20.3
Maruti Suzuki,Swift,Electric,24.4
Honda,Jazz,CNG,10.7
Hyundai,Creta,Petrol,23.6
Maruti Suzuki,Dzire,Petrol,25.0
Toyota,Glanza,Electric,17.7
Mahindra,Bolero,Diesel,19.8
Skoda,Rapid,CNG,16.3
Hyundai,Verna,Diesel,22.3
Toyota,Glanza,CNG,23.3
Volkswagen,Polo,Diesel,25.2
Honda,Amaze,Electric,20.4
Honda,Jazz,Electric,27.9
Kia,Sonet,CNG,10.4
Volkswagen,Virtus,Diesel,15.1
Hyundai,i20,Diesel,15.2
Renault,Triber,Diesel,26.2
Mahindra,Bolero,Petrol,23.9
Tata Motors,Nexon,Petrol,11.4
Mahindra,Thar,Electric,18.0
Honda,Civic,Petrol,20.8
Mahindra,Bolero,CNG,26.9
Volkswagen,Taigun,Petrol,19.1
Hyundai,Verna,Petrol,18.4
Skoda,Kushaq,Electric,16.9
Maruti Suzuki,Ertiga,Petrol,25.0
Toyota,Camry,Petrol,26.6
Skoda,Octavia,Diesel,20.6
Tata Motors,Nexon,Petrol,21.1
Mahindra,Bolero,Petrol,14.9
Honda,WR-V,Diesel,12.4
Volkswagen,Virtus,CNG,26.2
Mahindra,Bolero,Petrol,16.0
Renault,Kwid,Electric,24.9
Honda,WR-V,Petrol,16.9
Volkswagen,Polo,CNG,14.8
Volkswagen,Polo,Petrol,20.0
Kia,Sonet,CNG,20.2
Skoda,Superb,CNG,29.2
Honda,Amaze,Electric,20.1
Tata Motors,Nexon,Petrol,14.1
Renault,Kiger,Petrol,11.7
Volkswagen,Polo,Petrol,14.5
Hyundai,Verna,CNG,26.2
Renault,Lodgy,CNG,28.0
Skoda,Superb,Petrol,10.5
Tata Motors,Nexon,Electric,10.5
Hyundai,Creta,Electric,17.8
Skoda,Slavia,Electric,18.5
Renault,Triber,Electric,15.4
Skoda,Superb,Petrol,21.2
Renault,Kwid,CNG,12.7
Toyota,Urban Cruiser,Petrol,16.8
Toyota,Urban Cruiser,Petrol,16.2
Skoda,Slavia,Diesel,29.6
Skoda,Rapid,Diesel,20.7
Tata Motors,Tiago,Electric,27.1
Skoda,Rapid,Diesel,11.7
Maruti Suzuki,Baleno,CNG,12.2
Skoda,Slavia,Diesel,16.2
Honda,Amaze,Electric,14.2
Mahindra,XUV300,Diesel,17.9
Tata Motors,Punch,Petrol,27.1
Honda,Amaze,Electric,17.3
Maruti Suzuki,WagonR,Electric,29.0
Mahindra,XUV300,CNG,18.3
Volkswagen,Polo,CNG,20.3
Renault,Triber,CNG,23.4
Skoda,Kushaq,CNG,25.0
Honda,WR-V,CNG,25.5
Honda,City,Electric,24.0
Toyota,Innova,Diesel,15.3
Kia,Sonet,Petrol,17.1
Tata Motors,Nexon,Diesel,16.6
Toyota,Glanza,Electric,20.4
Tata Motors,Nexon,Petrol,18.9
Kia,Carnival,Diesel,27.2
Tata Motors,Nexon,Electric,17.1
Kia,Carnival,Electric,10.5
Renault,Lodgy,Electric,11.8
Kia,Carnival,Petrol,19.0
Tata Motors,Altroz,Petrol,17.6
Volkswagen,Polo,Electric,17.0
Honda,City,CNG,13.3
Honda,Jazz,Electric,22.4
Renault,Kwid,Petrol,11.7
Kia,Carnival,Diesel,21.8
Renault,Kwid,Electric,18.1
Honda,Civic,Petrol,20.5
Mahindra,Thar,Diesel,14.8
Skoda,Superb,Diesel,11.5
Hyundai,i10,Petrol,18.2
Kia,EV6,CNG,11.4
Volkswagen,Vento,Petrol,20.6
Toyota,Urban Cruiser,Petrol,12.6
Mahindra,Thar,Petrol,26.2
Mahindra,XUV700,Diesel,27.4
Maruti Suzuki,Ertiga,Electric,21.8
Skoda,Octavia,Petrol,25.1
Mahindra,XUV700,Petrol,13.9
Kia,Carnival,CNG,20.1
Hyundai,i20,Diesel,29.3
Volkswagen,Taigun,CNG,14.8
Volkswagen,Vento,CNG,18.0
Renault,Kwid,Electric,27.6
Kia,Carnival,Electric,29.0
Tata Motors,Tiago,CNG,28.7
Hyundai,Verna,CNG,12.8
Volkswagen,Taigun,Diesel,14.6
Hyundai,Verna,Electric,19.8
Tata Motors,Nexon,CNG,26.8
Kia,Carnival,Diesel,21.9
Tata Motors,Tiago,Petrol,26.3
Volkswagen,Tiguan,CNG,13.9
Tata Motors,Altroz,Petrol,19.8
Hyundai,Venue,Diesel,27.8
Kia,Sonet,CNG,20.8
Toyota,Innova,Diesel,16.7
Mahindra,Bolero,Diesel,20.0
Toyota,Innova,Diesel,11.9
Hyundai,i20,Petrol,10.5
Kia,Sonet,Petrol,14.3
Volkswagen,Polo,Electric,13.9
Tata Motors,Altroz,CNG,18.7
Hyundai,Venue,CNG,10.6
Maruti Suzuki,Baleno,Electric,11.3
Kia,EV6,Diesel,23.4
Maruti Suzuki,Ertiga,Diesel,29.3
Hyundai,Verna,Diesel,19.9
Skoda,Slavia,CNG,25.7
Volkswagen,Polo,CNG,14.5
Maruti Suzuki,Baleno,Petrol,14.2
Maruti Suzuki,Ertiga,Petrol,19.0
Honda,Amaze,CNG,11.9
Volkswagen,Taigun,Petrol,18.9
Honda,Civic,Electric,19.3
Hyundai,i10,Petrol,28.6
Maruti Suzuki,WagonR,CNG,29.1
Mahindra,Scorpio,Petrol,13.3
Maruti Suzuki,Dzire,Petrol,16.0
Hyundai,Verna,Diesel,28.8
Maruti Suzuki,WagonR,CNG,15.5
Toyota,Fortuner,Electric,16.4
Honda,Jazz,Electric,27.8
Volkswagen,Vento,CNG,16.4
Mahindra,Thar,Diesel,22.6
Volkswagen,Polo,CNG,27.1
Tata Motors,Tiago,Electric,20.8
Mahindra,Thar,Electric,14.8
Mahindra,Bolero,Electric,28.2
Hyundai,Venue,Diesel,15.3
Tata Motors,Nexon,Electric,29.8
Renault,Triber,CNG,20.8
Mahindra,Scorpio,Electric,28.5
Hyundai,Creta,CNG,26.6
Toyota,Camry,Petrol,24.7
Maruti Suzuki,Dzire,Petrol,21.9
Toyota,Innova,CNG,16.9
Toyota,Innova,Petrol,15.5
Toyota,Urban Cruiser,Electric,27.2
Toyota,Urban Cruiser,Petrol,16.8
Maruti Suzuki,WagonR,Diesel,14.5
Toyota,Innova,CNG,16.2
Toyota,Urban Cruiser,Diesel,17.4
Honda,WR-V,CNG,25.8
Renault,Triber,CNG,18.6
Skoda,Slavia,Petrol,15.2
Hyundai,i20,Petrol,10.9
Kia,Seltos,Electric,23.9
Skoda,Rapid,Petrol,25.4
Hyundai,i10,Diesel,24.6
Volkswagen,Polo,Petrol,18.3
Honda,Amaze,CNG,14.9
Skoda,Rapid,Electric,23.0
Kia,EV6,Petrol,14.8
Skoda,Kushaq,Electric,18.7
Toyota,Fortuner,Petrol,28.2
Mahindra,XUV700,Electric,27.9
Toyota,Innova,Diesel,19.8
Honda,Amaze,Electric,12.9
Skoda,Rapid,Electric,14.4
Toyota,Camry,Petrol,23.6
Toyota,Urban Cruiser,Diesel,27.6
Honda,Civic,Electric,17.4
Renault,Kiger,CNG,19.5
Skoda,Kushaq,Electric,21.2
Volkswagen,Polo,Diesel,27.1
Skoda,Octavia,CNG,25.2
Tata Motors,Punch,Diesel,21.6
Tata Motors,Tiago,CNG,16.1
Volkswagen,Vento,Petrol,25.4
Mahindra,XUV300,Electric,17.6
Toyota,Fortuner,CNG,28.5
Maruti Suzuki,Ertiga,Diesel,29.2
Kia,EV6,Diesel,24.5
Mahindra,Scorpio,Diesel,16.9
Kia,Carens,Petrol,17.6
Hyundai,Verna,CNG,28.1
Hyundai,i20,Diesel,26.6
Volkswagen,Virtus,Petrol,28.9
Mahindra,XUV700,Diesel,27.6
Kia,Sonet,CNG,29.6
Volkswagen,Vento,Diesel,23.8
Mahindra,XUV700,Electric,27.4
Toyota,Glanza,Diesel,12.6
Tata Motors,Altroz,Electric,16.7
Tata Motors,Tiago,CNG,18.5
Honda,Amaze,Diesel,28.8
Toyota,Camry,Diesel,29.0
Kia,Carnival,Petrol,20.3
Hyundai,Verna,Diesel,27.1
Volkswagen,Vento,Diesel,22.8
Maruti Suzuki,Ertiga,Diesel,20.5
Kia,EV6,Electric,24.5
Tata Motors,Harrier,Diesel,26.3
Maruti Suzuki,Ertiga,Diesel,27.4
Mahindra,XUV700,Petrol,18.0
Toyota,Fortuner,Electric,23.8
Maruti Suzuki,Dzire,CNG,17.3
